"fico_range_low","fico_range_high","installment","int_rate","loan_amnt","annual_inc"
675,679,167.34,18.84,4575,15360
670,674,469.44,16.55,13250,37000
720,724,366.37,6.24,12000,50000
675,679,307.52,13.98,9000,29000
775,779,728.58,11.67,33000,165000
670,674,204.14,13.68,6000,38000
830,834,213.05,6.03,7000,58000
800,804,459.67,6.49,15000,65000
670,674,524,23.1,18550,65000
690,694,406.36,13.35,12000,45000
740,744,503.93,9.49,24000,65000
690,694,1118.19,19.19,30425,84544.68
695,699,168.97,14.99,4875,60000
675,679,388.11,10.16,12000,45000
660,664,337.94,14.99,9750,59000
680,684,690.34,21.99,25000,65000
735,739,369.28,11.49,11200,50000
720,724,290.89,14.09,8500,40000
695,699,733.02,18.99,20000,50000
665,669,426.55,13.33,12600,45000
670,674,172.35,15.31,4950,17000
665,669,232.64,12.29,6975,28000
730,734,486.97,6.03,16000,92000
680,684,109.85,18.92,3000,30000
685,689,164.83,14.33,4800,120000
735,739,277.11,13.66,12000,43000
730,734,85.56,7.51,2750,14400
790,794,444.79,11.99,20000,51996
680,684,674.37,13.05,20000,64099.56
670,674,167.01,12.39,5000,24000
695,699,396.7,16.89,16000,95000
715,719,28.47,8.63,900,57000
730,734,201.74,12.85,6000,74000
720,724,196.28,6.54,6400,76644
705,709,344.9,14.64,10000,83000
670,674,265.15,10.99,8100,42000
715,719,404.97,13.11,12000,75000
690,694,654.39,7.62,21000,210000
665,669,873.57,18.49,24000,61000
665,669,422.41,16.99,17000,59000
695,699,396,11.55,12000,85000
720,724,498.15,11.99,15000,68000
720,724,228.02,10.65,7000,85000
710,714,635.07,8.9,20000,93000
770,774,309.4,7.14,10000,40000
665,669,377.26,11.14,11500,33500
745,749,782.69,14.31,22800,120000
720,724,297.96,16.29,12175,35000
775,779,623.23,7.62,20000,275000
750,754,545.96,12.99,24000,57000
755,759,192.4,5.99,8000,39996
680,684,254.8,18.49,7000,30000
745,749,429.86,6.62,14000,51000
675,679,191.28,9.17,6000,47340
660,664,446.19,22.47,16000,44000
710,714,545.33,7.62,17500,105000
675,679,243.73,15.31,7000,55000
660,664,503.19,17.58,14000,90000
695,699,385.33,15.1,11100,32000
765,769,186.67,7.51,6000,130992
670,674,283.24,18.55,7775,60000
695,699,369.88,15.88,15250,50000
670,674,364.64,19.19,14000,70000
740,744,103.03,9.99,4850,58000
730,734,181.39,18.25,5000,120360
810,814,210.01,6.03,6900,44000
665,669,634.5,21.18,16800,70000
695,699,332.99,14.99,14000,60000
665,669,344.95,14.65,10000,63000
775,779,500.19,9.17,24000,95000
715,719,867.9,7.26,28000,60000
670,674,629.86,11.14,19200,185000
705,709,206.41,14.46,6000,68000
660,664,91.71,19.05,2500,65000
740,744,832.3,6.39,27200,98000
715,719,500.19,9.17,24000,55000
795,799,203.12,13.33,6000,43000
680,684,774.01,13.68,22750,52000
670,674,171.7,14.33,5000,47000
695,699,503.93,15.61,20900,67000
685,689,385.79,15.61,16000,48800
775,779,487.04,18.25,13425,42000
710,714,856.54,16.29,35000,85000
715,719,982.02,10.99,30000,75000
675,679,555.55,15.99,22850,52000
690,694,1257.98,17.58,35000,96000
660,664,728.58,18.55,20000,65000
680,684,311.62,7.62,10000,45000
690,694,1006.24,17.57,28000,140000
720,724,590.15,8.39,18725,56000
680,684,480.68,19.72,18250,46000
685,689,293.75,19.52,11200,65000
725,729,637.56,18.2,25000,69500
705,709,835.62,15.31,24000,175000
695,699,344.2,7.9,11000,33372
715,719,191.28,9.17,6000,45000
685,689,340.18,13.67,10000,109200
660,664,73.14,14.49,2125,46000
690,694,662.44,6.62,21575,141000
700,704,673.79,12.99,20000,80000
665,669,1240.72,16.59,35000,609000
690,694,342.78,7.62,11000,56508
675,679,459.68,16.99,18500,58000
685,689,420.33,14.16,18000,65000
660,664,235.83,12.99,7000,46421.59
730,734,304.36,6.03,10000,70000
720,724,103.23,7.88,3300,67000
710,714,683.94,10.64,21000,360000
680,684,623.88,7.69,20000,150000
670,674,451.68,9.99,14000,80000
725,729,256.9,9.67,8000,62504
680,684,428.28,20.49,16000,58000
675,679,269.53,17.57,7500,64033
665,669,668.33,22.4,24000,70000
700,704,144.55,17.97,4000,84000
720,724,1016.15,18.99,27725,69446
720,724,375.43,7.89,12000,50986
675,679,164.83,14.33,4800,80000
740,744,469.92,17.99,13000,90000
660,664,255.04,9.17,8000,84000
665,669,223.71,17.57,6225,21000
715,719,111.53,12.12,5000,36000
665,669,99.63,11.99,3000,25000
715,719,214.2,6.39,7000,145000
690,694,428.13,14.99,18000,115000
750,754,517.41,6.03,17000,63000
670,674,246.04,11.14,7500,92745
670,674,609.14,17.57,16950,110000
690,694,351.85,14.65,10200,40000
660,664,218.4,18.49,6000,35000
700,704,419.65,19.52,16000,49900
700,704,478.19,9.17,15000,91000
685,689,344.17,14.49,10000,88000
680,684,672.44,12.85,20000,55000
665,669,194.87,15.27,5600,46000
675,679,342.22,14.09,10000,40000
660,664,161.32,9.99,5000,35000
665,669,265.68,11.99,8000,1e+05
760,764,351.6,14.33,15000,36000
710,714,412.79,13.35,18000,79000
675,679,326.07,10.99,15000,75400
680,684,139.86,15.61,4000,50000
685,689,621.18,16.99,25000,65000
720,724,187.75,7.9,6000,84000
685,689,202.49,13.11,6000,33800
720,724,124.58,10.64,3825,30000
735,739,247.46,7.12,8000,60000
730,734,750.97,7.9,24000,66000
700,704,204.11,13.67,6000,76000
670,674,383.01,16.29,10850,32540
675,679,411.67,14.26,12000,63000
680,684,425.62,18.24,16675,38000
670,674,278.54,15.31,8000,109000
690,694,686.77,14.33,20000,65000
675,679,463.91,21.99,16800,71000
685,689,114.77,11.11,3500,74880
700,704,204.11,13.67,6000,20000
700,704,255.3,18.25,10000,97000
680,684,1087.44,18.25,29975,75000
690,694,358.57,13.11,10625,60600
700,704,675.46,15.31,19400,75000
685,689,332.72,12.12,10000,48000
690,694,410.02,13.98,12000,108000
700,704,549.42,14.33,16000,65000
710,714,1115.77,9.17,35000,175000
660,664,501.74,12.49,15000,64000
685,689,838.66,19.19,32200,73204.08
665,669,689.79,14.64,20000,54000
675,679,347,12.99,10300,52000
665,669,307.31,6.68,10000,93077
670,674,842.23,12.99,25000,70000
665,669,352.76,16.24,10000,55000
690,694,277.86,6.99,9000,65000
675,679,273.78,14.09,8000,85000
700,704,327.34,10.99,10000,82000
720,724,563.23,7.9,18000,65000
670,674,361.83,18.24,9975,28000
730,734,212.78,10.99,6500,20000
665,669,421.65,15.96,12000,48000
690,694,361.67,15.61,15000,55000
660,664,464.98,16.29,19000,54000
680,684,175.59,18.85,4800,60000
725,729,200.2,18.49,5500,90000
665,669,102.94,23.7,3600,25000
695,699,124.18,14.16,3625,29000
720,724,197.84,6.03,6500,55000
725,729,482.23,15.61,20000,50000
710,714,702.07,18.25,27500,150000
675,679,646.67,20.31,24250,68000
790,794,331.76,5.42,11000,140000
670,674,323.38,14.46,9400,1e+05
665,669,478.01,25.89,16000,80000
705,709,956.37,9.17,30000,190000
710,714,557.89,9.17,17500,90000
700,704,843.4,13.65,24800,54000
700,704,1257.63,17.56,35000,90000
660,664,37.33,20.31,1000,12000
740,744,307.04,6.62,10000,70000
665,669,388.73,17.57,15450,68600
800,804,426.1,6.03,14000,80000
680,684,321.7,13.35,9500,41200
680,684,218.98,12.99,6500,37500
660,664,174.83,15.61,5000,76000
665,669,566.56,14.65,24000,90000
680,684,105.51,21.67,2775,52000
690,694,249.08,11.99,7500,25000
710,714,352.85,14.49,15000,40000
715,719,491.01,10.99,15000,70000
790,794,152.18,6.03,5000,118000
695,699,431.6,13.05,12800,55000
695,699,899.68,9.71,28000,240000
695,699,1037.44,19.52,28100,61165
665,669,540.96,20.99,20000,235000
700,704,615.82,16.59,25000,82000
730,734,856.39,14.16,25000,90000
680,684,143.53,13.99,4200,78000
730,734,515.99,8.9,16250,135000
665,669,440.56,15.61,12600,110000
690,694,164.74,11.44,5000,48000
695,699,215.67,16.99,6050,42000
690,694,353.01,16.29,10000,47620
675,679,207.94,14.98,6000,107000
665,669,439.33,16.55,12400,2e+05
755,759,382.77,15.61,15875,145000
730,734,172.1,7.9,5500,57000
665,669,183.32,10.99,5600,53000
685,689,658.05,19.69,25000,96000
680,684,346.56,14.98,10000,60000
660,664,533.22,15.61,15250,45000
675,679,405.72,20.99,15000,45000
705,709,342.56,14.16,10000,53000
795,799,330.41,10.99,15200,66000
660,664,393.42,19.52,15000,45000
725,729,483.94,9.99,15000,48000
685,689,693.67,18.2,27200,90000
680,684,136.64,23.63,3500,19000
735,739,664.57,13.44,19600,73000
680,684,345.11,25.57,11625,153151
695,699,269.98,13.11,8000,38000
700,704,443.05,8.67,14000,60000
660,664,416.58,15.1,12000,81300
695,699,572.32,13.98,16750,42000
760,764,179.69,17.57,5000,90000
685,689,1223.77,15.61,35000,80000
700,704,737.9,25.28,25000,88953
735,739,1204.57,14.49,35000,102765
735,739,1131.82,10.15,35000,80000
680,684,529.77,19.99,20000,56000
685,689,209.79,15.61,6000,92000
675,679,222.13,13.99,6500,25000
715,719,347.76,8.6,11000,75000
670,674,672.73,12.88,20000,45898.2
670,674,428.28,20.49,16000,67000
690,694,173.58,15.1,5000,50000
720,724,747.88,7.62,24000,150000
785,789,192.17,9.49,6000,54000
690,694,129.77,10.37,4000,63500
730,734,535.19,12.49,16000,48000
705,709,219.63,11.44,10000,95000
705,709,643.47,9.8,20000,55000
765,769,802.65,13.35,35000,80000
725,729,154.21,6.92,5000,39000
675,679,677.07,13.33,20000,60000
660,664,349.65,15.61,10000,91000
660,664,314.25,8.19,10000,50000
675,679,169.66,13.49,5000,38400
680,684,346.89,13.65,10200,145000
670,674,469.29,7.89,15000,97500
685,689,570.84,14.99,24000,102000
675,679,53.14,11.99,1600,57000
725,729,1107.63,8.67,35000,156000
665,669,362.78,18.25,10000,182500
660,664,257.67,17.27,7200,47000
675,679,222.4,11.99,10000,55000
685,689,334.65,22.47,12000,51000
680,684,400.82,12.39,12000,75000
720,724,655.82,11.11,20000,67000
680,684,349.49,17.57,9725,24360
660,664,573.67,10.99,17525,60000
675,679,137.49,10.99,4200,39000
710,714,462.41,6.89,15000,63000
665,669,198.05,16.82,8000,76000
710,714,412.06,14.33,12000,75452
675,679,486.01,15.1,14000,55000
680,684,494.82,13.05,14675,66000
665,669,348.18,15.31,10000,54000
670,674,503.18,12.69,15000,50000
665,669,448.85,12.39,20000,150000
680,684,401.87,13.99,17275,63500
770,774,123.73,7.12,4000,65000
720,724,232.29,9.99,7200,42000
705,709,305.99,6.39,10000,120000
690,694,633.21,17.88,25000,99800
715,719,1190.45,13.66,35000,80016.84
745,749,52.59,15.8,1500,30000
755,759,232.06,7.14,7500,21360
665,669,360.38,17.77,10000,1e+05
720,724,621.75,6.62,20250,160000
700,704,206.5,14.49,6000,38000
725,729,785.62,10.99,24000,85000
705,709,499.08,12.12,15000,70000
670,674,365.99,12.12,11000,55000
695,699,517.42,14.65,15000,104650
670,674,541.24,17.86,15000,50000
695,699,483.94,9.99,15000,80000
705,709,483.94,9.99,15000,71000
720,724,240.85,14.47,7000,31000
685,689,346.82,14.33,10100,29350
665,669,396,11.55,12000,65000
705,709,303.47,13.05,9000,42000
670,674,565.18,20.75,21000,70000
660,664,277.16,14.96,8000,65000
695,699,562.12,20.49,21000,55000
675,679,550.66,14.49,16000,1e+05
695,699,368.95,12.68,11000,39500
665,669,335.45,12.69,10000,80000
765,769,199.26,11.99,6000,75000
660,664,572.12,25.89,19150,60000
700,704,649.21,19.05,25000,58000
690,694,338.63,13.35,10000,47200
670,674,336.9,12.99,10000,45600
665,669,542.44,18.99,14800,33000
690,694,843.9,15.61,35000,110240
680,684,541.24,17.86,15000,45000
690,694,308.27,6.89,10000,73000
680,684,903.35,9.99,28000,225000
695,699,58.45,18.75,1600,86000
720,724,748.65,7.69,24000,210000
715,719,743.91,7.26,24000,80788
695,699,474.91,16.78,19200,60000
705,709,445.14,16.2,18225,60000
660,664,343.69,17.86,9525,24000
735,739,304.36,6.03,10000,62000
695,699,370.09,6.92,12000,70000
670,674,222.88,15.88,6350,22705
700,704,188,7.99,6000,45000
665,669,308.13,24.99,10500,35000
695,699,301.15,14.09,8800,60000
680,684,468.29,15.31,19550,58000
680,684,341.68,13.98,10000,120000
785,789,93.03,7.29,3000,70000
715,719,339.11,10.99,15600,45000
700,704,496.72,14.65,14400,57160
720,724,1166.31,23.32,30000,115000
690,694,374.79,14.3,16000,38240
760,764,542.07,5.32,18000,70000
695,699,676.34,21,25000,120000
690,694,880.61,17.57,35000,103495
675,679,712.96,16.99,20000,154000
660,664,187.17,7.69,6000,56000
665,669,314.2,8.18,10000,65000
665,669,472.4,11.14,14400,97728
750,754,828.35,11.83,25000,98000
750,754,1098.36,14.3,32000,163000
660,664,465.86,19.05,12700,55550
740,744,65.31,6.68,2125,55000
775,779,92.83,6.03,3050,47362
685,689,1120.99,9.49,35000,135852
660,664,306.03,18.2,12000,73000
720,724,561.91,15.23,23500,73000
660,664,645.48,12.12,19400,105000
660,664,922.69,18.99,25175,103000
735,739,381.04,8.9,12000,70000
705,709,497.4,6.62,16200,90000
660,664,163.67,10.99,5000,114000
720,724,312.86,7.89,10000,76000
685,689,432.99,17.86,12000,82500
660,664,693.21,14.99,20000,90000
695,699,280.98,12.49,8400,68000
695,699,90.77,12.84,2700,45000
690,694,46.53,17.27,1300,34807
690,694,336.9,12.99,10000,60000
750,754,608.72,6.03,20000,62500
660,664,323.21,14.99,9325,26000
675,679,119.78,14.09,3500,27000
725,729,250.33,7.9,8000,58380
690,694,674.94,13.11,20000,125000
700,704,154.14,6.89,5000,85000
680,684,662.72,21.99,24000,64000
695,699,581.09,15.8,24000,75000
750,754,875.6,8.9,27575,69000
675,679,118.96,13.11,3525,65000
660,664,550.19,13.99,16100,38500
685,689,334.25,15.31,9600,84000
705,709,266.18,12.12,8000,78000
715,719,481.97,9.71,15000,80000
730,734,334.8,6.03,11000,98400
665,669,209.5,10.99,6400,38400
760,764,686.57,14.31,20000,90000
765,769,108.42,5.32,3600,55000
705,709,471.37,8.19,15000,1e+05
665,669,282.41,16.29,8000,63000
715,719,201.05,15.61,5750,90000
660,664,332.1,11.99,10000,42000
675,679,540.14,19.97,20400,147400
660,664,314.25,10.99,9600,202000
695,699,782.72,8.9,24650,97333
675,679,165.38,11.71,5000,170000
725,729,734.18,16.29,30000,132000
735,739,463.6,8.9,14600,45000
665,669,288.32,24.11,10000,43000
745,749,224.92,9.71,7000,39000
685,689,273.78,14.09,8000,41871
700,704,304.59,14.31,13000,45000
665,669,289.86,15.31,8325,25000
665,669,305.8,14.49,13000,98500
685,689,535.16,14.99,22500,78875
740,744,368.45,6.62,12000,40000
680,684,275.29,16.49,11200,56000
700,704,358.78,10.74,11000,70000
660,664,209.79,15.61,6000,90460
745,749,375.37,7.88,12000,72000
725,729,628.87,17.56,25000,87000
740,744,624.79,7.62,20050,46300
695,699,267.73,14.3,7800,47200
735,739,222.28,8.9,7000,56300
660,664,434.01,15.61,18000,103000
705,709,214.52,6.49,7000,60000
710,714,593.63,9.99,18400,53500
720,724,270.74,15.22,11325,50000
695,699,483.94,9.99,15000,69000
685,689,660,11.55,20000,62000
685,689,237.52,13.49,7000,79000
660,664,136.7,13.99,4000,82000
695,699,449.86,12.49,20000,85000
660,664,244.88,24.5,6200,40000
785,789,309.42,7.14,10000,51996
765,769,644.27,7.62,20675,59005
710,714,206.03,14.33,6000,57000
710,714,351.64,17.49,14000,35000
705,709,46.71,23.4,1200,23976
670,674,310.09,24.99,7800,23000
695,699,436.71,7.69,14000,90000
725,729,168.97,11.12,7750,90000
735,739,476.3,8.9,15000,1e+05
730,734,784.78,21.18,28900,78000
760,764,312.91,7.9,10000,50000
660,664,336.94,15.88,9600,95000
725,729,387.22,6.68,12600,73800
680,684,550.39,13.35,24000,75000
685,689,296.34,7.69,9500,35376
710,714,340.23,13.68,10000,40000
665,669,56.06,15.61,2325,60000
700,704,166.36,12.12,5000,1e+05
705,709,630.34,8.39,20000,75000
685,689,361.52,12.69,16000,87500
780,784,365.23,6.03,12000,77000
700,704,498.02,16.29,20350,58000
715,719,365.31,11.99,11000,60000
660,664,760.99,22.99,27000,66000
665,669,264.14,17.57,7350,117000
665,669,274.05,14.16,8000,60000
720,724,465.27,13.99,20000,65000
690,694,247.97,7.26,8000,1e+05
735,739,300.11,9.17,14400,65000
705,709,452.73,10.15,14000,70000
725,729,797.03,11.99,24000,185000
710,714,84.88,13.53,2500,33000
695,699,253.18,17.86,10000,50000
710,714,333.6,11.99,15000,60000
715,719,684.29,13.11,30000,110000
695,699,944.3,14.33,27500,74000
660,664,561.49,7.69,18000,180000
660,664,542.89,19.05,14800,39400
670,674,417.44,16.99,16800,86000
670,674,292.12,20.99,10800,50000
690,694,402.54,12.69,12000,45000
660,664,382.55,9.17,12000,290000
690,694,137.61,14.46,4000,105000
720,724,555.55,6.97,18000,82000
680,684,285.51,13.61,8400,65280
770,774,332.1,11.99,10000,50000
660,664,365.95,19.36,14000,61000
700,704,172.5,17.57,4800,18412
690,694,118.67,11.47,3600,52000
665,669,311.49,19.03,12000,34000
680,684,230.74,11.47,7000,103100
680,684,909.97,14.33,26500,1e+05
705,709,516.2,9.99,16000,60000
710,714,666.82,8.9,21000,80000
670,674,135.42,13.33,4000,41772
670,674,570.58,18.99,22000,125000
700,704,565.18,10.99,26000,79000
805,809,213.26,10.16,10000,90000
680,684,755.24,15.61,21600,79000
675,679,660.23,22.47,23675,54000
720,724,439.09,8.18,13975,62000
670,674,538.34,16.29,15250,57000
680,684,160.15,9.49,5000,95000
680,684,533.49,18.75,20675,75000
660,664,436.79,18.49,12000,75000
680,684,560.84,11.53,17000,110000
660,664,693.21,14.99,20000,76000
710,714,266.18,12.12,8000,30000
715,719,317.54,8.9,10000,65000
680,684,468.29,12.49,14000,39800
680,684,171.11,14.09,5000,60000
695,699,793.18,25.09,26975,77644
705,709,285.78,8.9,9000,52000
670,674,494.86,11.53,15000,99800
745,749,771.02,6.92,25000,130000
695,699,60.73,12.12,1825,12456
680,684,510.27,13.67,15000,96000
675,679,350.59,15.8,10000,71000
675,679,68.68,14.33,2000,52000
680,684,515.74,14.42,15000,110000
665,669,401.37,25.09,13650,45000
680,684,444.55,8.9,14000,40000
690,694,487.45,15.31,14000,90000
670,674,566.32,13.66,16650,37960
715,719,164.22,11.22,5000,45000
680,684,550.22,19.05,15000,95000
740,744,311.48,7.59,10000,185000
705,709,956.35,21.48,35000,115000
675,679,282.41,16.29,8000,64000
675,679,369.6,14.09,10800,79000
765,769,95.64,9.17,3000,80000
725,729,36.92,19.52,1000,85000
710,714,243.13,5.93,8000,65000
720,724,921.85,19.72,35000,120000
665,669,233.48,12.29,7000,52000
660,664,355.67,14.85,15000,130000
685,689,81.43,10.64,2500,45000
745,749,625.72,7.89,20000,80000
695,699,686.77,14.33,20000,52000
700,704,461.96,13.67,20000,185000
730,734,469.36,7.9,15000,72000
680,684,298.23,21.99,10800,30000
685,689,595.03,11.67,18000,80000
740,744,776.11,10.15,24000,250000
690,694,640.57,9.49,20000,104000
695,699,870.07,15.28,25000,53000
670,674,292.81,17.77,8125,24000
685,689,411.89,14.3,12000,39000
720,724,880.61,17.57,35000,120000
660,664,152.35,19.99,4100,65000
685,689,677.26,13.35,20000,60000
665,669,228.35,10.75,7000,45000
675,679,163.67,10.99,5000,50000
725,729,212.87,10.49,6550,45000
665,669,237.99,17.27,6650,33000
685,689,293.67,16.29,12000,69000
695,699,858.46,14.33,25000,80000
690,694,375.43,7.89,12000,78000
660,664,404.27,12.99,12000,72000
660,664,1145.69,10.99,35000,153000
675,679,79.96,10.78,2450,38000
710,714,1010.68,12.99,30000,81225
715,719,93.88,7.9,3000,75000
660,664,170.87,13.99,5000,24500
680,684,874.4,14.3,25475,74565
675,679,638.25,18.25,25000,62500
665,669,255.61,13.8,7500,68000
715,719,219.04,7.9,7000,47805
670,674,220.62,8.39,7000,66000
680,684,272.15,13.67,8000,70000
680,684,90.76,18.3,2500,14400
675,679,435.08,16.29,12325,70000
690,694,581.64,19.47,22200,53000
730,734,843.63,13.11,25000,89000
665,669,136.68,13.98,4000,55450
695,699,362.78,18.25,10000,47000
710,714,273.03,20.49,10200,72000
660,664,504.33,12.85,15000,111305
695,699,166.05,11.99,5000,65478
675,679,1015.89,13.35,30000,1e+05
690,694,657.1,7.9,21000,1e+05
700,704,665.98,14.99,28000,75000
665,669,223.16,9.17,7000,75000
765,769,183.87,6.49,6000,45750
665,669,540.71,13.98,15825,36000
695,699,1234.65,16.24,35000,1e+05
715,719,539.83,12.49,24000,130000
680,684,456.54,6.03,15000,126000
680,684,410.02,13.98,12000,42000
660,664,68.65,14.3,2000,35000
700,704,124.42,13.33,3675,18000
760,764,370.48,6.99,12000,125000
720,724,292.49,17.57,11625,43000
680,684,496.22,11.72,15000,66000
715,719,170.87,13.99,5000,50000
715,719,501.23,12.42,15000,77000
665,669,104.43,16.49,2950,19200
665,669,491.01,10.99,15000,57200
665,669,372.71,16.99,15000,65000
660,664,346.61,14.99,10000,65000
680,684,441.69,13.99,12925,42000
670,674,307.52,13.98,9000,35000
690,694,778.76,19.99,29400,70000
665,669,637.27,18.84,24650,65000
675,679,304.84,8.9,9600,75000
675,679,500.64,18.25,13800,64032.84
690,694,720.49,14.27,21000,90000
730,734,726.36,15.8,30000,84000
680,684,170.07,13.66,5000,34000
730,734,276.15,9.99,13000,137000
750,754,214.93,6.62,7000,45000
695,699,270.48,20.99,10000,38000
685,689,216.5,17.86,6000,38755
690,694,678.61,13.49,20000,81000
680,684,99.82,12.12,3000,30000
710,714,288.66,17.86,8000,32000
705,709,377.41,17.57,15000,52500
680,684,573.39,23.83,20000,95000
690,694,444.68,14.33,12950,38600
710,714,341.22,12.99,15000,60000
665,669,290.37,9.99,9000,58000
700,704,240.37,14.33,7000,34000
700,704,478.36,13.98,14000,41500
665,669,378.76,8.49,12000,130000
790,794,700.02,6.03,23000,1e+05
665,669,937.06,20.5,35000,210000
685,689,136.31,13.79,4000,45000
685,689,164.09,15.88,4675,35000
695,699,424.85,9.99,20000,75000
690,694,289.18,17.99,8000,35000
670,674,307.73,11.55,9325,35000
675,679,294.61,10.99,9000,83000
680,684,72.08,17.77,2000,20000
705,709,578.37,9.71,18000,60000
695,699,310.51,14.49,13200,58000
670,674,570.37,16.99,16000,167900
735,739,898.13,18.49,35000,1e+05
670,674,341.68,13.98,10000,32000
720,724,946.68,20.99,35000,93000
715,719,152.82,10.16,4725,39000
710,714,348.76,7.12,11275,65000
720,724,926.18,6.99,30000,92000
700,704,259.36,18.99,10000,67836
670,674,429.38,12.69,12800,121000
665,669,851.53,18.55,23375,120000
700,704,54.68,13.99,1600,60000
685,689,1179.92,16.29,33425,75000
670,674,412.06,14.33,12000,43000
690,694,685.8,21.67,25000,73000
675,679,76.6,15.31,2200,57000
690,694,811.44,20.99,30000,75000
685,689,214.52,6.49,7000,52000
680,684,260.44,19.05,7100,35000
670,674,514.1,9.71,16000,1e+05
730,734,793.84,8.9,25000,99000
665,669,283.47,6.49,9250,145000
670,674,237.52,13.49,7000,45000
685,689,379.36,9.17,11900,44000
690,694,337.19,13.05,10000,38200
685,689,272.07,13.65,8000,80000
665,669,196.86,15.99,5600,75000
680,684,365.99,12.12,11000,70000
680,684,198.91,6,15000,85000
665,669,731.55,27.88,23550,62000
755,759,153.52,6.62,5000,50000
695,699,272.25,9.49,8500,105000
695,699,219.04,7.9,7000,225000
705,709,466.04,18.39,25975,55200
675,679,308.41,6.92,10000,85000
695,699,275.96,14.65,8000,38400
685,689,66.71,12.29,2000,75000
670,674,287.77,18.55,11200,90000
790,794,723.34,15.61,30000,175000
690,694,1121.07,14.65,32500,189875
750,754,317.54,8.9,10000,65000
705,709,332.72,12.12,10000,51121
675,679,235.18,14.48,10000,52000
730,734,571.56,8.9,18000,68500
665,669,196.54,10.75,6025,93000
700,704,535.95,12.59,16000,65000
675,679,205.01,13.98,6000,89849
705,709,869.21,15.21,25000,135000
695,699,820.15,13.99,24000,145000
675,679,501.74,12.49,15000,102000
675,679,167.13,15.31,4800,67000
685,689,835.03,12.39,25000,129272
720,724,195.51,6.54,10000,52000
660,664,338.07,16.49,9550,32000
690,694,510.07,9.17,16000,90000
680,684,501.31,7.99,16000,83000
660,664,114.73,16.29,3250,33000
710,714,293.74,12.69,13000,56896.82
690,694,477.71,12.99,21000,84000
755,759,623.23,7.62,20000,95000
665,669,135.73,13.49,4000,40000
660,664,306.83,22.15,11075,110000
715,719,163.49,8.88,5150,50000
715,719,187.75,7.9,6000,80000
670,674,209.56,14.65,6075,35500
670,674,100.77,20.31,2700,45000
695,699,170.84,13.98,5000,23513
740,744,446.61,7.89,14275,30000
805,809,858.05,6.49,28000,109000
705,709,682.69,15.61,19525,60000
700,704,465.84,7.39,15000,58000
740,744,160.15,9.49,5000,180000
670,674,336.9,12.99,10000,60000
715,719,381.04,8.9,12000,35000
665,669,238.43,15.1,10000,75000
700,704,372.66,20.2,10000,65000
725,729,750.97,7.9,24000,112000
695,699,335.35,15.31,14000,57000
680,684,448.4,9.49,14000,95000
695,699,252.26,17.77,7000,70000
720,724,279.8,12.99,12300,60000
740,744,624.95,17.27,25000,86000
690,694,237.85,14.99,10000,55000
680,684,451.29,15.1,13000,90000
695,699,586.19,16.2,24000,79100
705,709,297.71,13.98,12800,58000
720,724,210.87,10.37,6500,30000
695,699,120.75,12.68,3600,42000
715,719,345.67,8.19,11000,41600
715,719,246.09,8.9,7750,55000
715,719,328.64,11.26,10000,112000
680,684,513.33,14.09,15000,47500
690,694,232.47,11.99,7000,40000
670,674,375.85,13.98,11000,44000
710,714,194.31,10.25,6000,55840
660,664,321.73,16.99,9025,75000
675,679,80.28,12.49,2400,48000
735,739,229.23,13.33,10000,45760
680,684,227.08,12.12,6825,65000
695,699,498.15,11.99,15000,45000
690,694,693.12,14.98,20000,72000
715,719,366.37,10.36,17100,75000
670,674,777.27,22.95,27600,71584
745,749,579.79,9.88,18000,70000
670,674,166.05,11.99,5000,55000
765,769,524.68,6.97,17000,76400
665,669,392.66,15.8,11200,37000
675,679,472.82,19.99,17850,49600
720,724,697.18,22.47,25000,90000
730,734,1067.15,10.15,33000,85000
700,704,412.06,14.33,12000,82000
720,724,1201.84,14.33,35000,202000
790,794,681.31,11.47,31000,62000
665,669,246.8,16.2,7000,45000
680,684,206.75,19.52,5600,57000
685,689,528.24,20.2,14175,62000
675,679,160.4,10.99,4900,65000
660,664,536.1,20.2,20150,60000
665,669,310.32,15.61,8875,33000
675,679,348.87,13.98,15000,107000
670,674,893.73,23.63,31300,70000
665,669,476.79,19.99,18000,42000
685,689,649.33,17.27,25975,62500
690,694,332.72,12.12,10000,55000
740,744,368.45,6.62,12000,80000
690,694,494.22,11.44,15000,78000
675,679,423.67,14.98,12225,35000
680,684,174.83,15.61,5000,75000
695,699,574.88,15.31,24000,95000
685,689,649.29,21,24000,90000
705,709,232.64,13.99,10000,110000
760,764,521.7,10.99,24000,55000
720,724,247.13,14.3,7200,91000
670,674,366.51,18.99,10000,52800
675,679,188.44,15.8,5375,20000
675,679,356.48,16.99,10000,35000
660,664,365.3,18.75,10000,36000
665,669,1247.68,16.99,35000,115000
670,674,197.92,18.99,5400,42000
695,699,327.34,10.99,10000,33000
720,724,658.65,14.49,28000,90000
675,679,83.68,13.24,16000,50000
660,664,255.04,9.17,8000,70000
690,694,492.28,24.99,16775,52000
665,669,333.59,16.29,9450,29000
670,674,306.36,18.25,12000,39000
680,684,396.14,11.53,18000,74000
670,674,299.97,17.76,8325,25000
690,694,536.13,18.25,21000,99000
665,669,614.48,16.49,25000,80000
690,694,149.66,20.49,4000,25000
700,704,323.38,10.15,10000,55000
